cod_cor,denumire_ocupatie
721410,lăcătuș mecanic
721424,lăcătuș mecanic de întreținere și reparații universale
722204,lăcătuș mecanică fină
821101,"lăcătuș montator pentru utilaje industriale, de construcții și agricole"
721409,lăcătuș revizie vagoane
722201,lăcătuș SDV
721430,lăcătuș-depanator utilaje calcul
721411,lăcătuș-montator
723301,lăcătuș-montator agregate energetice și de transport
821201,"lăcătuș-montator mașini electrice rotative, transformatoare și aparataj electric"
713201,lăcuitor lemn
262205,lector carte
264209,lector presă/ editură
265405,lector scenarii
231003,lector universitar
731727,legător de păr
933302,legător de sarcină
732301,legător manual (în poligrafie și ateliere speciale)
611103,legumicultor
753102,"lenjer, confecționer lenjerie după comandă"
515103,lenjereasă de hotel
522301,librar
134908,librar – șef
241218,lichidator
834309,liftier
742209,linior
712206,linolist
731108,lipitor lentile și prisme
721427,lipitor și protejator spete
111406,"locțiitor al conducătorului de asociații, filiale și organizații obștești"
214135,logistician gestiune flux
214955,logistician în transporturi
432114,logistician responsabil comenzi
226603,logoped
941201,lucrător bucătărie (spălător vase mari)
612104,lucrător calificat în creșterea animalelor
611104,lucrător calificat în culturi de câmp și legumicultură
611206,lucrător calificat în floricultură și arboricultură
611302,lucrător calificat în irigații
522303,lucrător comercial
422402,lucrător concierge
522302,lucrător controlor final
341205,lucrător de tineret
432111,lucrător gestionar
515110,lucrător hotelier
516913,lucrător interpret în limbaj mimico-gestual
216303,lucrător în ateliere de modele
622101,lucrător în culturi acvatice
515204,lucrător în gospodăria agroturistică
721436,lucrător în lăcătușerie mecanică structuri
751404,lucrător în procesarea de fructe de pădure și ciuperci de pădure
931201,lucrător la amenajarea terenurilor sportive (amenajator bază sportivă)
751106,lucrător la prelucrarea peștelui
961101,lucrător operativ pentru autocompactoare
833203,lucrător operativ pentru autocontainere
516909,lucrător pensiune turistică
711924,lucrător pentru drumuri și căi ferate
961303,lucrător pentru salubrizare
961301,lucrător pentru salubrizare căi publice
961302,lucrător pentru salubrizare spații verzi
532903,lucrător prin arte combinate
522304,lucrător produse naturiste
911203,lucrător room-service hotel
532908,lucrător social
341203,lucrător social pentru persoane cu probleme de dependență
932907,lucrător sortator deșeuri reciclabile
961304,lucrător utilaje specializate pentru salubrizare
731713,lumânărar
951001,lustragiu
731212,lutier
834301,macaragiu
834304,macaragiu macarale plutitoare
834315,macaragiu portuar
265105,machetist
514205,machior
343512,machior spectacole
265225,maestru acordor pian clavecin
265417,maestru artist circ
265210,maestru cor
265222,maestru corepetitor
265306,maestru dans
265304,maestru de balet
265233,maestru de ceremonii
343504,maestru de lumini
343505,maestru de sunet
512004,maestru în arta culinară
265226,maestru lutier
265445,maestru magician
265208,maestru studii canto
265303,maestru studii de balet
432102,magaziner
265903,magician
261203,magistrat - asistent
111214,magistrat-asistent-șef
321101,maistru aparate electromedicale
352105,maistru aparate video și sunet
315316,maistru aviație
731311,maistru bijutier
311501,maistru cazangerie
311201,"maistru construcții civile, industriale și agricole"
311308,maistru electrician în construcții
311302,maistru electromecanic
311401,maistru electronică
311303,maistru energetician/ electrician
311534,maistru fabricarea armamentului
311923,maistru frigotehnist
311208,maistru instalator în construcții
311502,maistru instalații navale
341901,maistru instructor
235907,maistru instructor
311932,maistru în industria alimentară
311901,maistru în industria celulozei și hârtiei
311213,maistru în industria materialelor de construcții
311922,maistru în industria sticlei și ceramicii
314303,maistru în industrializarea lemnului
311911,"maistru în industriile textilă, pielărie"
311503,"maistru întreținere și reparații mașini - unelte, utilități, service, prototipuri"
311609,maistru la fabricarea muniției
311505,maistru lăcătuș mecanic
311504,"maistru lăcătuș, construcții metalice"
352208,maistru materiale emisie RTV și telecomunicații
311508,maistru mecanic
311509,maistru mecanic auto
311523,maistru mecanic mașini și utilaje pentru construcții
311510,maistru mecanică agricolă
311511,maistru mecanică fină
311702,maistru metalurgie
311711,maistru mineralurg
311703,maistru minier
311512,maistru montaj
311202,maistru normator
313901,maistru-operator la roboți industriali
311605,maistru petrolist/ industria chimică
311513,maistru prelucrări mecanice
311704,maistru presator metale
315514,"maistru protecția navigației aeriene (comunicații, navigație, supraveghere)"
311514,maistru sculer – matrițer
314309,maistru silvic
311515,maistru sudură
311712,maistru termist - tratamentist
311705,maistru termotehnist
311902,maistru tipograf
352213,"maistru transporturi, poștă și telecomunicații"
263619,majghian
612107,mamoș porcine
112029,manager
132448,manager achiziții
251103,manager analiză de business în domeniul TIC
243222,manager atragere fonduri
143105,manager al organizației culturale
242114,manager al sistemelor de management al calității
213312,manager al sistemelor de management de mediu
325708,manager al sistemului de management al riscului
325709,manager al sistemului de management securitate și sănătate în muncă
132450,manager aprovizionare
241225,manager bancă
122110,manager clienți strategici
243106,manager comerț electronic
121311,manager comunicare guvernamentală
263218,manager consorțiu turistic
134921,manager cultural
214116,manager de clădire
251305,manager de conținut web
242122,manager de cost pentru dezvoltarea proiectului
242117,manager de facilități
241212,manager de fond acțiuni/ obligațiuni
242406,manager de formare
242106,manager de inovare
112036,manager de întreprindere socială
241226,manager de operațiuni/ produs
243104,manager de produs
242112,manager de proiect în parteneriat public privat
242903,manager de responsabilitate socială
325718,manager de responsabilitate socială
121306,manager de securitate
252910,manager de securitate sisteme informatice
142008,manager de zonă
143919,manager destinație turistică
325728,manager dezvoltare durabilă pentru mobilă sau componente
121307,manager energetic
132449,manager farmacii
121125,manager financiar
112028,manager general
121308,manager informații pentru afaceri
242108,manager îmbunătățire procese
143908,manager în activitatea de turism
226312,manager în domeniul siguranței alimentare
112039,manager în servicii sociale
132457,manager logistică și distribuție
122107,"manager marketing (tarife, contracte, achiziții)"
121309,manager pentru ordine și siguranță publică
242101,manager proiect
251206,manager proiect informatic
132451,manager relația cu furnizorii
241227,manager relații cu clienții băncii/ societate de leasing
121126,manager relații financiare externe
121207,manager resurse umane
132208,manager securitate instalații industria extractivă
132109,manager securitate instalații industria prelucrătoare
133048,manager securitatea informației (Chief Information Security Officer - CISO)
134919,manager servicii private de securitate
132454,manager sisteme de transport
333905,manager sportiv
133007,manager tehnologia informațiilor și comunicații
242119,manager transformare digitală
524101,manechin
831202,manevrant vagoane
621014,mangalizator
514202,manichiurist
732117,manipulant cutter-plotter
933303,manipulant mărfuri
441106,mânuitor carte
421103,"mânuitor valori (presă, poștă)"
343501,"mânuitor, montator decor"
752212,marangoz cală - tachelagiu
752204,marangoz-călăfătuitor
932902,marcator piese
835003,marinar legător
835001,"marinar, pilot naval, barjist"
753605,"marochiner - confecționer marochinărie, după comandă"
325501,maseur
514204,maseur de întreținere și relaxare
315502,mașinist agregate aerodrom
812122,mașinist exhaustor
732303,mașinist în legătorie mecanică
834402,mașinist la alte mașini fixe de transport pe orizontală și verticală
313108,mașinist la centrale diesel
313204,mașinist la condiționarea aerului
721419,mașinist la confecționarea ambalajelor metalice
814124,mașinist la confecționarea foliilor de cauciuc electroizolante
814122,mașinist la confecționarea materialelor electroizolante impregnate
814123,mașinist la confecționarea materialelor electroizolante stratificate (mică)
721425,mașinist la confecționarea spetelor și spiralelor
721420,mașinist la confecționarea tuburilor de aluminiu
722322,mașinist la confecționarea tuburilor de protecție și a dozelor de ramificație
817106,mașinist la deshidratare pastă hârtie
721422,mașinist la fabricarea acelor și accesoriilor
818203,mașinist la instalații pentru încălzit tren
834202,mașinist la instalațiile de preparat și turnat beton și mixturi asfaltice
313107,mașinist la instalațiile de turbine hidraulice
313102,mașinist la instalațiile din centrale electrice
313106,mașinist la instalațiile hidrotehnice din centrale electrice
722314,mașinist la lame de mașini pentru automate așchietoare
722304,mașinist la linii automate așchietoare
721418,mașinist la litografiat și vernisat tablă
817204,mașinist la mașina de tăiat șraifuri și dopuri din plută
817205,mașinist la mașina de zdrobit și măcinat plută
834203,mașinist la mașini cale mecanizare ușoară și grea
818301,mașinist la mașini de ambalat
834401,mașinist la mașini mobile pentru transporturi interioare
834201,mașinist la mașini pentru terasamente (ifronist)
722321,mașinist la mașini speciale de așchiere
722317,mașinist la mașini speciale fără așchiere
752309,mașinist la umplerea și închiderea cutiilor de chibrituri
352106,mașinist mecanic traweling
811408,mașinist pentru prefabricate din beton și beton armat
811104,mașinist pentru utilaje specifice la extracție și execuția tunelurilor
834302,mașinist pod rulant
812118,mașinist suflante
212009,matematician
812207,matisor cabluri
751103,măcelar
312101,"măsurător de gaze, temperatură și radiații"
816014,mățar
723303,mecanic agricol
831102,mecanic ajutor locomotivă și automotor
831106,mecanic ajutor locomotivă și ramă electrică metrou
723103,mecanic auto
723201,mecanic aviație
352107,mecanic cameră filmare
831104,mecanic conducător vagon motor de rectificare a liniei aeriene
834104,mecanic de exploatare în cultură mare
834105,mecanic de exploatare în zootehnie
723307,mecanic întreținere și reparații mașini de cusut industriale
723311,"mecanic întreținere și reparații utilaje din industria textilă, confecții și încălțăminte"
831101,mecanic locomotivă și automotor
831105,mecanic locomotivă și ramă electrică metrou
723309,mecanic mașini agricole
315305,mecanic navigant aviație
315315,mecanic navigant instructor
721435,mecanic operator
311507,mecanic pentru întreținerea aparatelor de lansare la zbor
723310,mecanic trolist
723302,mecanic utilaj
721501,mecanic-montator instalații cu cablu în silvicultură și exploatări forestiere
834308,mecanizator (muncitor portuar)
265423,mediaplanner
243202,mediator
265251,mediator muzical
532901,mediator sanitar
532902,mediator social
341905,mediator școlar
235911,mediator școlar
112009,medic (farmacist) director
112010,medic (farmacist) director adjunct
226908,medic de familie cu competențe în sănătatea mintală
226902,medic expertiză a capacității de muncă
226901,medic igienist
226903,medic legist
221108,medic medicină de familie
221101,medic medicină generală
221107,medic primar
221102,medic rezident
221201,medic specialist
226907,medic specialist psihiatru
226101,medic stomatolog
226103,medic stomatolog de specialitate
226102,medic stomatolog rezident
134208,"medic- șef (policlinică, stație de salvare, centru de recoltare sânge)"
134209,"medic șef secție, laborator"
225002,medic veterinar
225003,medic veterinar - oncologie comparată
131104,medic veterinar șef
263620,melamed
812105,melanjorist
111130,membru al Consiliului Superior al Magistraturii
911101,menajeră
235902,mentor
332402,mercantizor
331308,merceolog
711917,meseriaș întreținere cale
711919,"meseriaș întreținere poduri metalice, viaducte și tuneluri"
753501,meșteșugar argăsitor
753502,meșteșugar cenușeritor
753503,meșteșugar finisor mineral
753504,meșteșugar finisor vegetal
753505,meșteșugar sortator în industria pielăriei
812203,metalizator prin cufundare în metal topit
812202,metalizator prin pulverizare
812208,metalizator-termist
812108,metalurgist pulberi din oxid de fier
211201,meteorolog (studii superioare)
211204,meteorolog aeronautic
211207,meteorolog aeronautic prognozist
311118,meteorolog aeronautic tehnician
211202,meteorolog previzionist
122306,meteorolog-șef
214114,metodist
311114,metrolog
731119,"metrolog și depanator mecanică fină, tehnică digitală și analogică (MFTDA)"
731120,metrolog verificator
213135,microbiolog
817235,miezuitor panele și plăci celulare
811101,miner în subteran
811103,miner în subteran pentru construcții
811102,miner la suprafață
111134,ministru
111135,ministru consilier
111136,ministru de stat
111137,ministru plenipotențiar
263621,mitropolit
222201,moașă
134210,moașă-șefă
524102,model - atelier artistic și publicitate
962901,model (învățământ)
731406,modelator ceramică
731502,modelator tuburi spectrale
721103,modelator-miezuitor
216306,modelier confecții
721101,modelier lemn
721102,modelier metal
721104,modelier naval
721116,modelor prototipuri auto
753106,modistă
342214,"monitor de schi, snow-board și sporturi de alunecare pe zăpadă"
325705,monitor mediul înconjurător
752312,montator accesorii pentru calapoade
821207,montator acumulatori
821104,montator aparate aer condiționat
731109,montator aparatură optică
514207,montator bijuterii pe corp
731209,montator corp sonor la piane
821222,montator electromecanic
711403,montator elemente prefabricate din beton armat
721434,montator fațade și pereți cortină
813205,montator filme
712414,montator geogrile
741105,montator instalații solare
712412,montator materiale geosintetice
712415,montator materiale geotextile și geocompozite
712406,montator pereți și plafoane din ghips-carton
712202,montator placaje interioare și exterioare
712207,montator placaje uscate
712416,montator sisteme opace de termoizolare pentru clădiri
821103,montator subansamble
712410,montator sisteme tâmplărie termoizolantă
741212,"montator, reglor și depanator de ascensoare"
741211,"montator, reglor și depanator pentru aparate de măsură electrice și relee"
742210,"montator, reglor, testor aparatură de telecomunicații și instalații de semnalizare, centralizare și blocare"
821217,"montator, reglor, testor tehnică de calcul"
741210,montator/ reglor/ depanator de aparataj electric
821223,"montator, reglor și depanator de aparate și echipamente electronice"
731211,montator-ajustor de acordeoane
721426,montator-ajustor spete
731210,montator-reglor piane
821209,"montator-reglor, depanator aparate electronice, telecomunicații, radio"
821212,"montator-reglor, depanator de aparate radio și TV, redresoare și amplificatoare"
821211,"montator-reglor, depanator de instalații de electronică și curenți purtători"
821909,montor articole din piele
352123,montor emisie
352108,montor imagine
352109,montor negative și de pregătire a peliculei
352110,montor pozitive
816020,morar
811210,morar la mașini de mărunțit roci
821203,morar la prepararea materialelor pentru acumulatori
811404,morar lianți
835009,motopompist
723304,motorist
834103,motorist la motoagregate și mașini în silvicultură
712203,mozaicar (exclusiv restaurator)
712205,mozaicar restaurator
263622,muezin
263623,muftiu
753202,multiplicator șabloane croitorie
711101,"muncitor constructor bârne, chirpici, piatră"
711913,"muncitor constructor șenal navigabil, lucrări hidrotehnice și portuare"
711912,muncitor hidrogeolog
711901,muncitor hidrometru
932909,muncitor în activitatea de gospodărire a șpanului
933306,muncitor în serviciile de trafic aerian
711925,muncitor în tăieri structuri cu scule diamantate
921301,muncitor manipulare și pregătire furaje
921302,muncitor necalificat în agricultură
932905,muncitor necalificat în industria confecțiilor
932911,muncitor necalificat în metalurgie
931101,muncitor necalificat în mine și cariere
921601,muncitor necalificat în pescuit și vânătoare
921502,muncitor necalificat în silvicultură
932904,muncitor necalificat la ambalarea produselor solide și semisolide
932903,muncitor necalificat la ambalarea produselor sub formă de praf și granule
932906,"muncitor necalificat la asamblarea, montarea pieselor"
931301,"muncitor necalificat la demolarea clădirilor, căptușeli zidărie, plăci mozaic, faianță, gresie, parchet"
931203,"muncitor necalificat la întreținerea de drumuri, șosele, poduri, baraje"
931302,muncitor necalificat la spargerea și tăierea materialelor de construcții
921602,muncitor piscicol
621004,muncitor plantații și amenajare zonă verde
742212,muncitor radioelectronist
933305,muncitor spălare și curățare cisterne
262103,muzeograf
265246,muzician jazz
265236,muzicolog
315406,navigator aviația civilă
226922,navigator de pacienți
315407,navigator dirijare nonradar
315405,navigator dirijare radar
315408,navigator dirijare zbor
315416,navigator informare
315409,navigator instructor dirijare radar și nonradar
315420,navigator instructor informare
315410,navigator sol
532106,nămolar
813146,nitrator
721423,nituitor
261906,notar
111215,notar-șef
111216,notar-șef adjunct
421104,numărător bani
516102,numerolog
226503,nutriționist și dietetician
835002,observator far maritim și stație semnal de ceață
342211,oficial sportiv acreditat
325601,oficiant medical
134211,oficiant medical șef
441208,oficiant poștă telegrame
441209,oficiant presă
422301,oficiant telefoane
422302,oficiant telegraf
315101,ofițer ajutor fluvial/ portuar
341116,ofițer antifraudă financiar-bancară (studii medii)
241230,"ofițer bancar (credite, marketing, produse și servicii bancare)"
241237,ofițer conformitate
263503,ofițer control doping
342218,ofițer de control doping (studii medii)
242236,ofițer de politici recreaționale
242905,ofițer de poliție penitenciară
315205,ofițer de punte fluvial/ portuar
315212,ofițer de punte maritim aspirant/ ofițer mecanic maritim aspirant/ ofițer electrician maritim aspirant
315103,ofițer electrician fluvial/ portuar
215148,ofițer electrician
315203,ofițer intendent
242227,ofițer de legătură pentru securitatea infrastructurii critice naționale/europene
214489,ofițer mecanic
331202,ofițer operațiuni financiar-bancare
315204,ofițer port
215241,ofițer punte
315102,ofițer RTG
241239,ofițer securitatea informației (Security Officer – SO)
731606,oglindar
612111,oier montan
731407,olar ceramică (artizanat)
243223,ombudsman
818130,operator abrazive pe suporți
815405,operator albitor textile
815412,operator apretor textile
815506,operator argăsitor
741218,operator barocameră
815211,operator batirator fire
818909,operator biotehnolog protecția mediului
815210,operator bobinator-dublator
815413,operator calandor-govrator textile
351101,operator calculator electronic și rețele
821105,operator calitate flux
811411,operator cameră comandă pentru fabrica de ciment
352111,"operator cameră diafilm, diapozitive"
313110,operator centrală termică
816017,operator centru de răcire lapte
815501,operator cenușeritor
813126,operator chimist la chimizarea gazelor de rafinărie
813129,operator chimist la chimizarea gazului de cocs
313401,operator chimist la chimizarea metanului
813128,operator chimist la fabricarea altor produse organice
813121,operator chimist la fabricarea coloranților
813120,"operator chimist la fabricarea lacurilor, vopselelor și uleiurilor"
813123,operator chimist la producerea compușilor anorganici ai azotului și îngrășămintelor azotoase
813117,operator chimist la producerea compușilor organici ai sulfului și îngrășămintelor fosfatice
813119,operator chimist la producerea diverselor produse anorganice
813138,operator chimist la produsele farmaceutice și chimice pure
241232,operator cifru (mesaje cifrate)
313203,operator circuite rețea apă
432313,operator circulație mișcare
432314,operator comercial
815302,operator confecții îmbrăcăminte din piele și înlocuitori
815301,"operator confecționer industrial îmbrăcăminte din țesături, tricotaje, materiale sintetice"
311934,operator control nedistructiv
311939,operator control nedistructiv cu curenți turbionari
311937,operator control nedistructiv cu lichide penetrante
311938,operator control nedistructiv cu particule magnetice
311935,operator control nedistructiv cu radiații penetrante
311936,operator control nedistructiv cu ultrasunete
311943,operator control nedistructiv pentru examinare vizuală
311940,operator control nedistructiv pentru verificarea etanșeității
813127,"operator cracare, deformare și fabricare bitum"
351204,operator creație jocuri digitale
815421,operator curățitor chimic
432315,operator dană
315507,operator de handling
315517,operator de handling combustibil
333910,operator de interviu
815415,operator decator
815403,operator degamator textile
962205,"operator deratizare, dezinsecție, dezinfecție"
815402,operator descleietor textile
431103,operator devize
352129,operator dispecer sisteme de monitorizare și aparatură de control
315512,operator dispecerat operațional de supraveghere în serviciile de trafic aerian
313908,operator echipamente de termografie
711407,operator elemente din beton precomprimat cu armătura pretensionată
352112,operator emisie-recepție
811305,operator extracție gaze
811307,operator extracție sare în salină
811301,operator extracție țiței
811306,operator extracție țiței în subteran
814130,operator fabricarea și prelucrarea polimerilor
821106,operator fabricație flux
815406,operator fierbător textile
815504,operator finisor mineral
815505,operator finisor vegetal
815417,operator fixator textile
811314,operator flotare produse fluide
811412,operator flux pentru fabrica de ciment
815401,operator gazator textile
818904,operator generatoare terestre sonice și cu agent activ de însămânțare
421115,operator gestionar loto
421110,operator ghișeu bancă
421111,operator ghișeu birouri de schimb
313202,operator hidraulic în alimentările cu apă
352124,operator imagine
815414,operator impregnator textile
815410,operator imprimeur textile
313114,operator în centrale hidroelectrice
742104,"operator în verificarea, întreținerea și repararea instalațiilor speciale de prevenire și stingere a incendiilor"
711405,operator injectorist
818903,operator instalație de sortare și reciclare deșeuri menajere și asimilabile
712613,operator instalații apă și canalizare
315503,operator instalații control antiterorist/ antideturnare
313404,operator instalații îmbuteliere gaz petrol lichefiat
413201,"operator introducere, validare și prelucrare date"
351104,operator în domeniul proiectării asistate pe calculator
314205,operator în ferme ecologice mixte
723308,"operator în verificarea, întreținerea și repararea autospecialelor destinate apărării împotriva incendiilor"
723306,"operator în verificarea, reîncărcarea și repararea stingătoarelor de incendiu"
815208,operator încheietor fire
815425,operator îngreunător mătase naturală
314204,operator însămânțări artificiale la animale
514209,operator întreținere corporală
313105,operator la camera de comandă termică
834106,operator la colectatul și manipulatul lemnului
816037,operator la condiționarea și prelucrarea plantelor medicinale
814207,operator la confecționarea discurilor fonografice
815903,"operator la confecționarea industrială a articolelor de sport și protecție, din piele și înlocuitori"
815602,operator la confecționarea industrială a articolelor din cauciuc și textile cauciucate
815303,operator la confecționarea industrială a îmbrăcămintei din blană
815304,operator la confecționarea industrială a mănușilor din piele
815901,operator la confecționarea industrială a pălăriilor
812206,operator la confecționarea materialelor electroizolante
812135,operator la cuptoare și instalații pentru turnarea și laminarea metalelor
815202,operator la deservirea războaielor de țesut
813155,operator la fabricarea altor produse chimice
816050,operator la fabricarea amidonului și dextrinei
816041,operator la fabricarea berii
816029,operator la fabricarea biscuiților
816032,operator la fabricarea conservelor din legume sau fructe
813137,operator la fabricarea detergenților
821904,operator la fabricarea fermoarelor
813208,operator la fabricarea filmelor fotografice
813134,operator la fabricarea glicerinei și acizilor grași
816046,operator la fabricarea glucozei
816042,operator la fabricarea malțului
816007,operator la fabricarea mezelurilor
816021,operator la fabricarea nutrețurilor combinate
813131,operator la fabricarea pieii sintetice
818128,operator la fabricarea produselor abrazive
751205,operator la fabricarea produselor congelate de patiserie și panificație
818129,operator la fabricarea produselor din cărbune
816027,operator la fabricarea produselor făinoase
818127,operator la fabricarea produselor refractare
813135,operator la fabricarea săpunurilor
816043,operator la fabricarea spirtului și drojdiei de panificație
813108,operator la fabricarea sticlei
816031,operator la fabricarea uleiurilor vegetale
816018,operator la fabricarea untului
811409,operator la fabricarea vatei și produselor din vată minerală
816033,operator la fabricarea zahărului
816038,operator la fermentarea tutunului și fabricarea produselor din tutun
811407,operator la impregnarea produselor hidroizolatoare
818113,operator la instalații automate pentru prelucrarea topiturii de sticlă
818112,operator la instalații automate pentru prepararea amestecului
813104,operator la instalații de ardere
313201,operator la instalații de incinerare
818117,operator la instalații de tras și laminat geam
812142,operator la instalații de tratament termic cu procesare
313103,operator la instalațiile de cazane din centrale electrice
313104,operator la instalațiile de turbine cu abur sau gaze
313101,operator la instalațiile din centrale electrice
818302,operator la mașina de etichetat
732216,operator la mașina de gravat și decupat cu laser
814302,operator la mașina de laminat
732217,operator la mașina de tampografiat
732209,operator la mașina electronică de gravat
813103,operator la mașini de amestecare (produse chimice)
721105,operator la mașini de brichetat șpan
722324,operator la mașini de electroeroziune automate
813102,operator la mașini de fragmentare (produse chimice)
818115,operator la mașini de inscripționat
813101,operator la mașini de măcinare fină (produse chimice)
815204,operator la mașini de tricotat circular
815201,operator la mașini de tricotat rectiliniu
815207,operator la mașini de urzit
752328,operator la mașini unelte cu comandă numerică în prelucrarea lemnului
732210,operator la mașinile de fotoculegere (monofoto)
722323,operator la mașini-unelte cu comandă numerică
722312,operator la mașini-unelte semiautomate și automate
721431,operator la montarea și conservarea produselor după probe
813122,operator la obținerea produselor din spume poliuretanice și latex
834316,operator la platforme pentru lucru la înălțime
812143,operator la pregătirea șarjelor pentru tratament termic
813151,"operator la pregătirea, conservarea și ambalarea armamentului și muniției"
814106,operator la prelucrarea cauciucului
814203,operator la prelucrarea maselor plastice
818114,operator la prelucrarea tuburilor din sticlă
816040,operator la prepararea băuturilor alcoolice și răcoritoare
816015,operator la prepararea brânzeturilor
816001,"operator la prepararea conservelor din carne, pește și în amestec legume și pește"
811203,operator la prepararea minereurilor
816016,operator la prepararea produselor lactate
816026,operator la prepararea produselor zaharoase
815601,operator la prepararea tălpii de încălțăminte din fibre
813154,operator la producerea sodei și produselor clorosodice
813136,operator la produse odorante sintetice
817236,operator la recoltarea și toaletarea arborilor forestieri
818901,operator la roboți industriali
811204,operator la sfărâmarea minereurilor
813150,operator la tragere și muniție
313205,operator la tratarea apei tehnologice
818902,operator la tratarea și epurarea apelor uzate
834204,operator la utilaje de foraj dirijat
834205,operator la utilaje de reabilitări conducte subterane
834206,operator la utilaje pentru subtraversări
816002,operator la valorificarea subproduselor de abator
813124,operator lacuri electroizolante
811309,operator lucrări speciale sonde
814209,operator mase plastice
413205,operator mașină contabilizat
413206,operator mașină de calculat
814210,operator mașini de termoformatare
818303,operator mașini însăcuire pentru fabrica de ciment
732214,operator mașini multiplicat
818304,operator mașini paletizate și înfoliere pentru fabrica de ciment
313206,operator mașini refrigeratoare (conservare prin frig)
816055,operator măcinare cafea
811308,operator măsurători speciale sonde
815407,operator mercerizator textile
311117,operator meteorolog
815422,operator metrar-volator-dublator textile
811213,operator mineralurg
432336,operator mișcare metrou
818908,operator montaj linii automate
815209,"operator năvăditor, lipitor, înnodător fire"
812106,operator oxizi de plumb
516910,operator pârtie de schi
818307,operator platformă logistică
813112,operator poliesteri armați cu fibră de sticlă
432339,operator portuar dispecer/ planificator
432338,operator portuar expeditor
432337,operator portuar stivator
723105,operator pregătire încercări vehicule
815408,operator pregătitor chimicale în industria textilă
816054,operator prelucrare cafea
751108,operator prelucrare inițială a păsărilor
343104,operator prelucrare peliculă
751109,operator prelucrarea carcaselor de pasăre
815416,operator presator țesături textile (storcător textile)
732206,operator presă de transfer termic
532906,operator prestații sociale
413203,operator procesare text și imagine
352113,operator producție RTV
432316,operator programare
351106,operator prompter
818905,operator punct de lansare
313109,operator punct termic
315411,operator radar
315504,operator radionavigant aviație
315505,operator radionavigant instructor aviație
352125,operator radio-radioficare
315412,operator radiotelecomunicații aeronautice
815212,operator răsucitor fire
432332,operator recepție
422307,operator registrator de urgență
311941,operator responsabil cu supravegherea tehnică a instalațiilor
352211,operator rețele de telecomunicații
335202,operator rol
815205,operator sculuitor
812123,operator separare magnetică
432103,operator siloz (silozar)
352136,operator sistem steadicam
751110,operator sortare carcase de pasăre
815507,operator sortator în industria pielăriei
815404,operator spălător textile
311119,operator specialist curățare chimică la schimbătoarele de căldură cu plăci
723104,operator standuri încercări
814208,operator sudare țevi și fitinguri din polietilenă de înaltă densitate PEHD
352126,operator sunet
351107,operator suport tehnic pentru servicii de comunicații electronice
313113,operator surse regenerabile de energie
815502,operator tăbăcitor mineral argăsitor
815503,operator tăbăcitor vegetal
721205,operator tăiere
815423,operator tăietor textile
413202,operator tehnică poligraf
713105,operator termoprotecție
351109,operator testare jocuri digitale
815907,operator textile nețesute
732211,operator tipărituri Braille
811304,operator transport pe conducte singulare gaze
933304,operator transport și distribuire butelii de GPL
751111,operator tranșare carcase de pasăre
815420,operator tunsător textile
818305,operator umplere recipiente GPL
818308,operator umplere recipiente gaze naturale comprimate pentru vehicule (GNCV)
818309,operator umplere recipiente hidrogen
815430,operator universal - spălător textile și curățitor chimic
815424,operator uscător textile
333912,operator vânzări prin telefon
815409,operator vopsitor textile
732213,operator xerox
315417,operator/ specialist/ instructor telecomunicații aeronautice aviație civilă
811303,operator-prospector lucrări geologice și geofizice
753606,opincar
731110,optician
731111,optician armament
325401,optician medical
325402,optometrist (studii medii)
226701,optometrist (studii superioare)
265244,orchestrator
263624,organist
511314,organizator activitate turism (studii medii)
243102,organizator activitate turism (studii superioare)
343509,organizator de producție
333201,organizator evenimente
342217,organizator evenimente sportive
516903,organizator prestări servicii
265433,organizator producție (studii superioare)
243208,organizator protocol
243209,organizator relații
333909,organizator spectacole
243210,organizator târguri și expoziții
242403,organizator/ conceptor/ consultant formare
513102,ospătar (chelner)
812103,oțelar
311903,paginator tipograf
341302,paracliser
325903,paramedic
315311,parașutist încercător
315310,parașutist recepție și control
712204,parchetar
752310,pastator cutii chibrituri
751301,pasteurizator produse lactate
263625,pastor
751203,patiser
263626,patriarh
711902,pavator
962907,paznic
831206,paznic barieră
622401,paznic de vânătoare
314311,pădurar
531202,părinte social
235205,pedagog de recuperare
341202,pedagog social
341902,pedagog școlar
235908,pedagog școlar
514203,pedichiurist
211425,pedolog
216202,peisagist
611205,peisagist - floricultor
621005,pepinierist
335203,perceptor
261206,personal de specialitate juridică asimilat judecătorilor și procurorilor
343513,peruchier
622201,pescar în ape interioare și de coastă
622301,pescar în mări și oceane
432317,picher
132407,picher șef district
265106,pictor
216305,pictor creator costume
731601,pictor decor
731605,pictor pe sticlă și ceramică
265107,pictor scenograf
731732,pieptănător de păr la mașină
352209,pilonist antenist
315306,pilot aeronave
315307,pilot comandant avion
315206,pilot de Dunăre maritimă
315208,"pilot de mare largă, pilot de port maritim"
315210,pilot de port maritim aspirant/ pilot de Dunăre aspirant
315313,pilot instructor aeronave
315308,pilot încercare
832204,pilot încercare auto
315312,pilot parașutism încercător
315309,pilot recepție și control aeronave
731706,pirogravor
754204,pirotehnician
754203,pirotehnician cinematografie și teatru
622102,piscicultor
432109,pivnicer
512002,pizzar
331304,planificator
241255,planificator/ specialist plan sinteze
753205,planimetror șabloane
742103,plantator elemente electronice
962908,plasator
753403,plăpumar
753105,plior confecții
226926,podiatru
264101,poet
812217,poleitor filiere
